publish_date,ticker,article_sentiment,average_market_sentiment,average_market_percent_change,RatingScore_pct_change,analyst_score_pct_change,target_median_price_pct_change,target_score,Yesterday_Percent_Change,Next_Day_Percent_Change,article_sentiment_class,average_market_sentiment_class
2024-12-23,GME,0.1316267673623883,0.21669829804416818,0.0177050105272122,0.0,0.0,0.0,-68.01023672424824,3.6199999999999997,0.45,Neutral,Neutral
2024-12-24,GME,0.2829722222222222,0.24584206124075544,0.014819785561153,0.0,0.0,0.0,-67.8663106353012,0.45,0.45,Neutral,Neutral
2024-12-25,GME,0.4003666666666667,0.24637037400611445,0.0149910739731517,0.0,0.0,0.0,-67.88696210661529,0.45,1.13,Bullish,Neutral
2024-12-26,GME,0.32282416125541125,0.25415174977056776,0.0041751651685085,0.0,0.0,0.0,-69.38967145363095,1.13,-0.59,Neutral,Neutral
2024-12-27,GME,0.4686142857142857,0.23391088086093664,-0.0124750321692228,0.0,0.0,0.0,-69.68778417702333,-0.59,0.66,Bullish,Neutral
2024-12-30,GME,0.47937658402203853,0.21697878701665754,-0.0126530861073158,0.0,0.0,0.0,-69.68778417702333,0.66,-2.25,Bullish,Neutral
2024-12-31,GME,0.31505833333333333,0.2081253621240901,-0.0094939193595053,0.0,0.0,0.0,-68.62596520063292,-2.25,-2.25,Neutral,Neutral
2025-01-01,GME,0.42627499999999996,0.2125707942732549,-0.0105860502682846,0.0,0.0,0.0,-68.66883269469972,-2.25,-3.71,Bullish,Neutral
2025-01-02,GME,0.27796666666666664,0.2144802195963087,-0.0024224904331026,0.0,0.0,0.0,-68.66883269469972,-3.71,1.74,Neutral,Neutral
2025-01-07,GME,0.3129,0.2021197350234428,-0.0183785387937415,0.0,0.0,0.0,-69.4185909633047,1.74,-0.03,Neutral,Neutral
2025-01-08,GME,0.2900811688311688,0.1841321140836098,-0.0235059196730587,0.0,0.0,0.0,-69.73017477797083,-0.03,-0.03,Neutral,Neutral
2025-01-13,GME,0.2,0.22319171892532313,-0.0103390149376735,0.0,0.0,0.0,-67.96925048046124,-1.84,-10.81,Neutral,Neutral
2025-01-14,GME,0.3004712121212121,0.1752274273316473,0.0055300476518219,0.0,0.0,0.0,-67.96925048046124,-10.81,-0.36,Neutral,Neutral
2025-01-20,GME,0.13413712121212124,0.1870896101720203,0.0162671252328616,0.0,0.0,0.0,-67.96925048046124,-0.36,0.26,Neutral,Neutral
2025-01-21,GME,0.5211333333333333,0.20520699870966036,0.0069182672343297,0.0,0.0,0.0,-67.96925048046124,0.26,1.06,Bullish,Neutral
2024-12-18,GOOGL,0.359565361952862,0.18069553738933675,-0.010467461463167899,0.0,0.0,0.0,7.972571896428213,-3.49,-1.63,Neutral,Neutral
2024-12-19,GOOGL,0.2564811016704956,0.17910503390628735,-0.020774095839492,0.0,0.0,0.0,7.972571896428213,-1.63,3.03,Neutral,Neutral
2024-12-20,GOOGL,0.27802761544011545,0.18146798406231085,-0.0006742623106127,0.0,0.0,0.0,7.972571896428213,3.03,3.03,Neutral,Neutral
2024-12-23,GOOGL,0.242836311814288,0.25070001550979415,0.0177050105272122,0.0,0.0,0.0,7.972571896428214,1.04,0.63,Neutral,Neutral
2024-12-24,GOOGL,0.25066541495976585,0.24584206124075544,0.014819785561153,0.0,0.0,0.47000000000000003,8.302132027200878,0.63,0.65,Neutral,Neutral
